,prompton,beltzvilleCombined,fewalter,blueMarsh
1993-08-19,1390.7353521136274,36.47473488510194,100.36778897881359,
1993-08-20,1226.37571960178,33.95923592482399,96.39282704956469,
1993-08-21,1264.3048654155484,33.95923592482399,83.47420074490417,
1993-08-22,1125.2313302433167,30.185987484407093,77.5117578279631,
1993-08-23,1074.659135564085,30.185987484407093,68.56809346792996,
1993-08-24,1011.4438924107008,30.185987484407093,63.599391037145736,
1993-08-25,1264.3048654155484,30.185987484407093,59.62442909251837,
1993-08-26,1125.2313302433167,28.928238004268124,54.655726677112604,
1993-08-27,986.1577950710849,27.67048852412916,49.68702424632838,
1993-08-28,1125.2313302433167,26.41273904399019,49.68702424632838,
1993-08-29,1201.0896222621643,27.67048852412916,56.64320764942628,
1993-08-30,1024.0869410805087,26.41273904399019,53.66198619095575,
1993-08-31,910.2995030522377,25.15498956385122,49.68702424632838,
1993-09-01,384.22556272621233,20.49011137573355,44.11393694086225,
1993-09-02,379.23562034712745,20.49011137573355,44.11393694086225,
1993-09-03,1496.9827121810538,22.539122516477814,46.92972015356198,
1993-09-04,2494.9711864536166,33.80868377471673,103.2453843494564,
1993-09-05,1047.887898063412,26.637144797966346,115.44711158996351,
1993-09-06,698.5919322224569,23.56362808684995,80.71911866238361,
1993-09-07,548.8936610815724,22.539122516477814,65.7016082237018,
1993-09-08,598.7930847952006,25.61263922759421,58.192852989835856,
1993-09-09,798.3907798813759,25.61263922759421,76.96474105997567,
1993-09-10,1097.787321854261,62.494839713427325,134.2189996455783,
1993-09-11,1097.787321854261,31.759672649827007,101.3681955409899,
1993-09-12,798.3907798813759,26.637144797966346,80.71911866238361,
1993-09-13,798.3907798813759,24.58813365722208,63.82441941523531,
1993-09-14,598.7930847952006,24.58813365722208,55.37706977713613,
1993-09-15,748.491355936085,24.58813365722208,52.56128657896144,
1993-09-16,748.491355936085,35.85769491546099,106.99976195186433,
1993-09-17,1247.4855932268083,38.93121162657739,142.66634926915245,
1993-09-18,948.0890512539231,31.759672649827007,141.7277548649192,
1993-09-19,798.3907798813759,28.68615593871061,137.97337726251126,
1993-09-20,848.290203672225,26.637144797966346,106.99976195186433,
1993-09-21,1097.787321854261,26.637144797966346,81.65771306661685,
1993-09-22,1447.0832883902049,27.661650368338474,75.0875522515092,
1993-09-23,1197.5861694359592,26.637144797966346,67.57879701764325,
1993-09-24,1047.887898063412,25.61263922759421,65.7016082237018,
1993-09-25,798.3907798813759,24.58813365722208,63.82441941523531,
1993-09-26,2944.065999799049,84.00945667538755,129.52602762441208,
1993-09-27,3193.5631187532945,86.05846781613182,196.16623025234713,
1993-09-28,3143.6636949624453,111.67110704372605,368.86760039886315,
1993-09-29,1746.4798303630898,73.76440097166625,258.11346087364103,
1993-09-30,1546.882135971903,62.494839713427325,194.28904141483054,
1993-10-01,704.0742795957269,35.54047416,182.26896118443966,
1993-10-02,595.7551595289787,31.01714108,152.21397293435308,
1993-10-03,1137.3507594436514,37.47904548,161.90913045374046,
1993-10-04,920.7125193101551,30.37095064,159.00058307789575,
1993-10-05,785.3136196457881,26.49380801,135.7322051063839,
1993-10-06,704.0742795957269,24.55523669,123.12850034618388,
1993-10-07,622.8349395456657,23.90904625,111.49431133792261,
1993-10-08,541.5955994956046,23.90904625,90.16496482527754,
1993-10-09,487.4360398812986,23.26285581,87.25641756946133,
1993-10-10,622.8349395456657,21.97047493,87.25641756946133,
1993-10-11,460.35625986461156,21.32428449,84.34787031364512,
1993-10-12,1083.1911994102775,90.46666149,250.13506367011558,
1993-10-13,1462.3081192248278,133.7614209,465.3675603304509,
1993-10-14,812.3933996624751,79.48142403,323.8182607574453,
1993-10-15,758.233839629101,64.61904392,279.2205362282777,
1993-10-16,676.9944995790398,55.57237777,237.53135892491918,
1993-10-17,622.8349395456657,49.75666382,207.47637067483257,
1993-10-18,676.9944995790398,45.87952119,192.9336343957515,
1993-10-19,676.9944995790398,41.35618811,185.17750841024875,
1993-10-20,1760.1856989893174,54.92618733,268.5558630169658,
1993-10-21,4034.88721787662,66.55761524,354.84276484949197,
1993-10-22,3087.09491813071,63.97285348,383.92823725761843,
1993-10-23,1787.2654790060042,58.15713953,310.2450403203244,
1993-10-24,1489.387899241515,55.57237777,263.70828425727217,
1993-10-25,1326.9092191413927,52.98761602,232.68378016522544,
1993-10-26,1083.1911994102775,49.75666382,214.26298096841083,
1993-10-27,1001.9518593602162,47.8180925,200.68976038125427,
1993-10-28,1029.0316393769033,45.87952119,210.38491790064165,
1993-10-29,920.7125193101551,42.64856899,196.8116974635207,
1993-10-30,1272.7496591080185,45.87952119,219.11055972810453,
1993-10-31,4630.6423769865305,60.74190129,435.31257208036436,
1993-11-01,5943.697813726335,104.33855280960601,599.0354586664921,
1993-11-02,3281.1363491296843,78.93438342718983,444.16287671611303,
1993-11-03,2770.139704425931,74.39792461792733,420.7858831174704,
1993-11-04,2985.2961861654994,72.58334108860609,367.21360640949183,
1993-11-05,3657.66019248608,72.58334108860609,351.62894411088746,
1993-11-06,3361.8200295218962,73.4906328532667,387.6684756952521,
1993-11-07,2393.6158610695343,67.13959050064234,346.7587371237316,
1993-11-08,1936.408336904724,62.603131691379865,313.6413295507773,
1993-11-09,1694.3572948956837,59.88125639739799,301.952832902192,
1993-11-10,1506.0953734255863,58.06667286807674,319.4855780258059,
1993-11-11,1371.62257207823,56.2520893387555,279.54988079142214,
1993-11-12,1237.1497707308731,54.43750580943425,271.757549491384,
1993-11-13,1156.466090338661,53.53021404477363,253.2507630306333,
1993-11-14,2689.4560236175166,60.78854816205861,241.56226623131198,
1993-11-15,2770.139704425931,55.34479757409487,262.991177004945,
1993-11-16,1775.0409757040977,51.715630529493005,264.93925982995455,
1993-11-17,2366.721300800063,58.06667286807674,233.7699350820098,
1993-11-18,4814.1262815761365,74.39792461792733,299.03070858930965,
1993-11-19,2797.0342646954023,59.88125639739799,294.16050160215383,
1993-11-20,2823.9288249648735,57.15938110341612,282.4720049535685,
1993-11-21,2124.670258791023,53.53021404477363,262.01713566780825,
1993-11-22,1828.83009624304,52.62292229415364,233.7699350820098,
1993-11-23,1667.4627346262125,50.808338764832385,215.26314862125906,
1993-11-24,1532.9899336950575,48.99375523551114,206.49677598408414,
1993-11-25,1371.62257207823,48.08646347085052,199.67848617191873,
1993-11-26,1237.1497707308731,46.27187994152928,190.91211368547974,
1993-11-27,1237.1497707308731,46.27187994152928,191.8861550226165,
1993-11-28,31197.68987512856,497.19588644431514,3642.914822473455,
1993-11-29,13205.229078159555,472.69900877039703,3467.587371237316,
1993-11-30,6965.69110313384,281.2604467639806,1926.6538821291472,
1993-12-01,5771.514863276276,252.04565110779,1212.0559480920117,
1993-12-02,4651.161976506797,213.85691605564105,848.4391635869001,
1993-12-03,4719.062151430681,192.03478174012736,688.1673028077215,
1993-12-04,7978.27054304863,190.94367509189257,631.070452263687,
1993-12-05,29231.025271107304,617.5664003860877,1602.7186093419468,
1993-12-06,12629.432521131594,583.7420922645823,1727.9310008178927,
1993-12-07,7944.320457688241,401.52727086512476,1229.0848332087276,
1993-12-08,5839.415033997054,310.9654136583656,929.5767932013066,
1993-12-09,4583.261802108302,258.5922913349032,739.253958467901,
1993-12-10,6144.965823256086,236.77015701938956,667.1316209467531,
1993-12-11,8215.921156333,240.04347713294618,750.2726488557779,
1993-12-12,4685.11206396874,194.21699520544917,635.0772488529236,
1993-12-13,4549.311714646359,174.5770743552573,549.9328226492804,
1993-12-14,3395.008741991104,165.8482205952814,490.8325739656437,
1993-12-15,3395.008741991104,162.57490046483954,504.856361872956,
1993-12-16,3055.5078678970717,150.572726591307,498.84616698910094,
1993-12-17,2444.406294107502,138.5705527346597,455.77310435237877,
1993-12-18,2240.705769861238,132.02391245689083,421.71533396393113,
1993-12-19,2240.705769861238,133.1150191726665,414.70344001027496,
1993-12-20,2206.755682399296,128.75059230956376,392.66605923452136,
1993-12-21,5805.464948636664,238.95237048471137,701.1893914902167,
1993-12-22,5092.513112986657,242.22569059826796,852.4459601761369,
1993-12-23,3632.659354224699,209.49248912499746,690.1707009473239,
1993-12-24,2987.6076929731876,188.76146162657076,520.8835479198707,
1993-12-25,2648.1068188791546,176.75928782057912,450.76460884835706,
1993-12-26,2376.5061197090063,162.57490046483954,380.6456696218273,
1993-12-27,2104.905420013469,130.93280574111515,350.5946956676003,
1993-12-28,1901.204895767205,120.02173860024352,310.5267305503137,
1993-12-29,1765.4045459194365,109.11067144248666,310.5267305503137,
1993-12-30,1629.604196071668,109.11067144248666,300.509739232238,
1993-12-31,1527.75393421123,106.9284580109353,290.49274791416235,
1994-01-01,2253.1275923455773,90.3404524223028,217.3323247988254,
1994-01-02,2148.3309600303114,84.92002528423448,217.3323247988254,
1994-01-03,2043.5343277150453,85.82342980957596,202.34388858980634,
1994-01-04,2357.9242246608433,86.72683433491741,202.34388858980634,
1994-01-05,2619.9158046381276,80.40300265752715,217.3323247988254,
1994-01-06,2515.1191723228617,71.36895741809298,202.34388858980634,
1994-01-07,2410.3225400075958,73.1757664687759,187.35545238078728,
1994-01-08,2253.1275923455773,70.4655528927515,187.35545238078728,
1994-01-09,2148.3309600303114,68.65874384206857,187.35545238078728,
1994-01-10,2043.5343277150453,63.23831670400025,172.36701617176823,
1994-01-11,1938.7376953997793,59.62469860263439,187.35545238078728,
1994-01-12,1833.9410630845134,63.23831670400025,187.35545238078728,
1994-01-13,1781.5427469268807,65.04512574070272,194.84967048529683,
1994-01-14,1729.1444307692475,62.33491217865879,194.84967048529683,
1994-01-15,1624.347799264862,56.01108050126853,194.84967048529683,
1994-01-16,1624.347799264862,52.39746241388313,194.84967048529683,
1994-01-17,1571.9494831072288,56.01108050126853,194.84967048529683,
1994-01-18,1519.551166949596,54.204271450585594,194.84967048529683,
1994-01-19,1467.152850791963,45.1702262111514,194.84967048529683,
1994-01-20,1571.9494831072288,45.1702262111514,187.35545238078728,
1994-01-21,1519.551166949596,43.36341716046847,187.35545238078728,
1994-01-22,1467.152850791963,43.36341716046847,202.34388858980634,
1994-01-23,1467.152850791963,46.97703526183434,202.34388858980634,
1994-01-24,1414.7545346343297,52.39746241388313,217.3323247988254,
1994-01-25,1362.356218476697,56.01108050126853,232.32076100784442,
1994-01-26,1467.152850791963,50.5906533632002,239.81497911235397,
1994-01-27,1519.551166949596,50.5906533632002,239.81497911235397,
1994-01-28,1571.9494831072288,135.5106786334542,434.6646495976508,
1994-01-29,2619.9158046381276,209.5898496275716,771.9044638366777,
1994-01-30,4611.051816195541,163.51621889107872,674.4796285940292,
1994-01-31,4611.051816195541,126.47663339402004,592.0432295603999,
1994-02-01,3453.9109379491215,129.9815310316559,594.2043520185099,
1994-02-02,3108.5198437533318,119.14973678320854,538.4976940931044,
1994-02-03,2935.824297323566,119.14973678320854,482.79103602401926,
1994-02-04,2676.780976676724,119.14973678320854,380.6621630410428,
1994-02-05,2504.0854302469584,108.31794251799863,324.9555049719577,
1994-02-06,2417.737656698011,101.81886597563525,287.8177330695806,
1994-02-07,2245.042109600116,94.23660998998831,269.2488470465522,
1994-02-08,2158.694336051168,88.8207128741459,287.8177330695806,
1994-02-09,2072.346562502221,90.98707172718788,287.8177330695806,
1994-02-10,1985.9987889532736,95.31978941650931,259.964404035038,
1994-02-11,1942.8249028469295,88.8207128741459,259.964404035038,
1994-02-12,1856.4771292979817,92.07025113694633,259.964404035038,
1994-02-13,1813.303242523508,81.23845688849897,241.39551801200963,
1994-02-14,1770.1293557490344,75.82255977265658,241.39551801200963,
1994-02-15,1726.9554689745607,73.65620091961459,222.82663198898123,
1994-02-16,1683.7815822000869,72.5730214930936,213.54218897746702,
1994-02-17,1640.6076954256134,69.32348321353064,194.97330295443868,
1994-02-18,1597.4338086511395,69.32348321353064,222.82663198898123,
1994-02-19,1726.9554689745607,73.65620091961459,250.67996102352382,
1994-02-20,2417.737656698011,86.65435402110393,417.7999350870996,
1994-02-21,4317.388672102336,148.39558124898764,742.7554400590573,
1994-02-22,6691.952443362133,200.38819373875768,972.0811821848343,
1994-02-23,5828.474707872659,200.38819373875768,798.4620979844627,
1994-02-24,4749.127539847074,202.55455245769932,681.4781162405354,
1994-02-25,4144.693125672571,187.39004058698072,570.0648002460449,
1994-02-26,3453.9109379491215,167.89281094312798,473.50659301250505,
1994-02-27,3022.172070872514,146.2292224127082,427.08437795493404,
1994-02-28,2763.128750225671,135.3974281474983,399.2310490640712,
1994-03-01,4142.4806640260385,142.30399231333655,377.4630172926689,
1994-03-02,3856.792342064165,135.3054353063303,358.1059394597456,
1994-03-03,3999.6365030451016,135.3054353063303,396.82009512559216,
1994-03-04,3856.792342064165,142.30399231333655,435.5342507914388,
1994-03-05,3713.948181083229,130.63973063499282,406.4986340420539,
1994-03-06,3571.1040201022925,122.47474747820299,358.1059394597456,
1994-03-07,3285.41569814042,118.97546897469987,329.0703227103607,
1994-03-08,3999.6365030451016,151.63540163796077,507.1554386833879,
1994-03-09,5713.76643260578,150.46897547012637,560.3874025741485,
1994-03-10,7142.208040204585,342.92929287398545,970.7574520929201,
1994-03-11,9999.091256507476,400.0841751700731,1178.8460386470667,
1994-03-12,12784.552390109338,339.43001440658395,965.9181827844675,
1994-03-13,11856.06534594381,300.93795090415114,799.44731354115,
1994-03-14,3142.5715382647627,302.1043771802904,769.4438429600302,
1994-03-15,2499.772813850549,334.7643098435513,809.1258524576117,
1994-03-16,2642.616974831485,326.599326632609,818.8043913740732,
1994-03-17,2356.9286528696125,285.7744107584059,708.4690478162776,
1994-03-18,2356.9286528696125,262.4458874017183,639.7514215693112,
1994-03-19,2071.2403320130193,239.11736404503085,592.3265809685163,
1994-03-20,1714.129929560678,219.28811933625295,529.416078161294,
1994-03-21,1428.4416075988054,228.6195286428263,509.09114634685744,
1994-03-22,2214.0844929939553,349.92784998929653,878.8113325363128,
1994-03-23,5713.76643260578,493.39826841631503,1141.0997369627335,
1994-03-24,13927.305673535713,650.8658008934477,1501.1413837863918,
1994-03-25,24640.617736053147,692.857142863282,1889.2507936774787,
1994-03-26,19355.383786390175,645.0336700542758,1689.8728929569509,
1994-03-27,15212.903131206373,656.6979317326195,1606.637458035735,
1994-03-28,20141.026678417005,711.5199614764288,2158.3141750758214,
1994-03-29,15641.435609728067,720.8513707830022,2115.7286043825925,
1994-03-30,11284.688704230624,639.2015392151039,1681.162207872224,
1994-03-31,11141.844541039129,555.2188552754353,1365.6418395550425,
1994-04-01,8212.580294677296,558.7796290657325,1311.563871020638,
1994-04-02,11463.393326883828,530.3232591884133,1558.5848685616704,
1994-04-03,18409.867495402,507.0407746523482,1956.5631443413922,
1994-04-04,25390.560746407253,504.45383188163675,2881.9116442993554,
1994-04-05,25390.560746407253,457.88886280950646,2656.4559714408447,
1994-04-06,23748.044686412693,424.25860739076444,2734.8753357155065,
1994-04-07,31344.681459253967,554.8992150097498,4136.621477244809,
1994-04-08,17212.199534217038,455.30192003879506,3195.589102914958,
1994-04-09,13995.605584497585,389.33488048658234,2232.011161450951,
1994-04-10,23679.60651614302,371.22628149194,2123.2042928561896,
1994-04-11,21318.489681555686,346.6503254704347,2499.6172428915215,
1994-04-12,19265.344610534117,354.4111535824002,2213.3865629097672,
1994-04-13,36956.611331343345,481.17134734557163,2813.2947015071236,
1994-04-14,29359.97455850207,593.7033559699147,3391.63751436009,
1994-04-15,17965.0193965924,487.63870417226576,2314.3514943185846,
1994-04-16,23713.825603925612,451.4215059828123,2188.8805114791257,
1994-04-17,14919.520869899374,389.33488048658234,1998.7135529234517,
1994-04-18,9649.781849158355,324.6613122196409,1466.4421158802577,
1994-04-19,7801.951278354778,293.61799957161026,1182.1719195882074,
1994-04-20,6056.777965603465,270.3355150355451,1005.7283494392843,
1994-04-21,4653.795501023203,245.75955921420862,867.51421958284,
1994-04-22,3969.4138094470604,228.94443130466885,757.7271092949226,
1994-04-23,3113.9366953740464,212.12930359529784,680.2879868651128,
1994-04-24,2669.088596034897,200.48806142734963,620.4932214350257,
1994-04-25,2532.212257613758,190.1402904846221,569.5206345806479,
1994-04-26,2395.3359197221707,181.08599092725035,593.0464438630464,
1994-04-27,2908.622187742338,188.84681911928328,544.034341153459,
1994-04-28,2361.1168351168863,183.67293365792798,527.3702261502835,
1994-04-29,2018.9259890640394,178.49904819657266,516.5875635814797,
1994-04-30,2190.0214120904625,174.61863412057306,580.303297149452,
1994-05-01,9192.89223685956,191.31910653950482,878.2484689985442,
1994-05-02,5071.94054443195,149.95281318305896,897.0680791554988,
1994-05-03,3883.2044791199237,138.57708253044134,685.571508997113,
1994-05-04,3249.2119115258315,134.44045319639716,572.6538487488119,
1994-05-05,2852.9665560130215,130.30382386235297,500.0639242341328,
1994-05-06,2615.219343318537,127.20135187782374,460.63236035331016,
1994-05-07,2417.096665562132,125.13303721080165,439.1242344992721,
1994-05-08,7924.907097992163,205.79730911263601,667.648070831643,
1994-05-09,4477.5725117759375,147.88449851603687,663.1672112902755,
1994-05-10,3645.4572664254397,138.57708253044134,597.7466621527328,
1994-05-11,3407.710053117754,134.44045319639716,541.2878319592395,
1994-05-12,4279.449834632734,138.57708253044134,589.6811149227972,
1994-05-13,3288.8364470771126,131.33798119586402,550.2495510419745,
1994-05-14,2615.219343318537,120.99640787675744,441.81275019635547,
1994-05-15,2377.472130010851,116.85977854271326,369.2228258203618,
1994-05-16,5428.561363780277,166.499330471224,532.3261128765046,
1994-05-17,3368.0855175664724,126.1671945443127,576.2385362986946,
1994-05-18,2892.591091564302,116.85977854271326,512.6103308667505,
1994-05-19,2734.0929499723807,113.75730655818403,468.69790744456037,
1994-05-20,2417.096665562132,110.65483455765087,442.7089221878402,
1994-05-21,2100.100381765086,104.44989055658458,387.14626384714626,
1994-05-22,1822.7286329061187,99.27910390503325,352.19555950769114,
1994-05-23,1624.6059557629158,94.10831723747802,312.7639956268685,
1994-05-24,1386.8587424552295,89.97168790343382,289.4635260672317,
1994-05-25,1426.4832780065108,86.86921591890459,316.34868317675125,
1994-05-26,2813.3420210749423,87.90337323641172,326.20657425097096,
1994-05-27,2417.096665562132,83.76674391837145,323.51805855388756,
1994-05-28,1505.7323491090729,77.56179991730515,283.1903226815802,
1994-05-29,1267.9851364145886,74.45932791677201,247.34344635064028,
1994-05-30,1109.4869942094645,71.35685593224278,224.04297679100353,
1994-05-31,1030.2379231069026,68.25438393170963,207.91188246981764,
1994-06-01,1612.9704615266046,53.0928942332757,191.92373825179573,
1994-06-02,1545.7633588763251,51.45926671646099,179.8204395082097,
1994-06-03,1411.3491535757662,49.825639199646275,167.71714063083624,
1994-06-04,1344.1420509254867,47.37519793706468,163.39453390802964,
1994-06-05,1209.7278466649789,44.924756661842615,158.20740589417667,
1994-06-06,1209.7278466649789,49.008825441238926,157.34288446934292,
1994-06-07,1209.7278466649789,54.7265217500904,169.44618334671637,
1994-06-08,1142.5207440146994,45.741570420249964,160.80096990110317,
1994-06-09,1075.3136413644202,43.29112914502791,151.2912351644436,
1994-06-10,1008.1065385061304,40.84068786980585,145.23958572575688,
1994-06-11,1008.1065385061304,42.47431538662055,146.10410701680325,
1994-06-12,1478.5562562260457,137.2247112607499,467.7060468190096,
1994-06-13,2217.8343843390685,137.2247112607499,608.6230258219599,
1994-06-14,3629.1835389548855,97.20083713671094,600.8423338011804,
1994-06-15,4973.325589880373,70.2459831345492,414.97024485428403,
1994-06-16,4906.118487230094,62.07784556311613,312.0922050655468,
1994-06-17,3024.319616142422,58.81059052948672,236.0143267709081,
1994-06-18,2083.420180078561,61.26103180470877,217.8593785886353,
1994-06-19,1612.9704615266046,59.627404287894066,206.62060113609564,
1994-06-20,1478.5562562260457,50.64245295805364,220.4529425955618,
1994-06-21,1478.5562562260457,48.19201168283158,164.2590553328634,
1994-06-22,1478.5562562260457,51.45926671646099,181.5494820903024,
1994-06-23,1344.1420509254867,44.924756661842615,159.07192718522305,
1994-06-24,1411.3491535757662,44.10794290343526,164.2590553328634,
1994-06-25,1612.9704615266046,57.99377678371981,459.92535479823016,
1994-06-26,1276.9349493152583,46.55838417865732,487.5900377171625,
1994-06-27,1209.7278466649789,62.89465932152348,357.0473148757055,
1994-06-28,1209.7278466649789,92.29995458626684,759.0497395615697,
1994-06-29,1209.7278466649789,130.690201218772,928.4959229082862,
1994-06-30,1276.9349493152583,199.30255684914692,972.5865114273984,
1994-07-01,1425.1766443323995,146.75189157197377,513.0752087,
1994-07-02,1425.1766443323995,119.01220479164765,351.5275989,
1994-07-03,1425.1766443323995,105.58977567803767,272.0461749,
1994-07-04,1346.0001640236394,95.74666099841643,211.3042736,
1994-07-05,1346.0001640236394,87.6932035219418,176.4099899,
1994-07-06,1266.8236837148795,83.21906049330364,187.3952274,
1994-07-07,1187.6472031610633,79.6397460593149,212.5966545,
1994-07-08,1108.4707229748315,106.48460428653485,182.8718943,
1994-07-09,1108.4707229748315,102.01046124404895,169.9480855,
1994-07-10,1108.4707229748315,76.06043162532617,154.439515,
1994-07-11,1108.4707229748315,68.00697416269931,133.1152305,
1994-07-12,1108.4707229748315,60.8483453085696,118.8990408,
1994-07-13,1741.8825643421587,58.163859483078056,109.8523747,
1994-07-14,1662.7060840333986,55.479373657586514,107.9138034,
1994-07-15,1425.1766443323995,55.479373657586514,135.6999922,
1994-07-16,1266.8236837148795,52.794887832094965,129.8842783,
1994-07-17,1187.6472031610633,49.21557341195399,114.3757077,
1994-07-18,1425.1766443323995,47.425916194959626,105.3290416,
1994-07-19,1741.8825643421587,46.53108758646245,100.8057085,
1994-07-20,1266.8236837148795,42.95177315247371,96.28237545,
1994-07-21,1187.6472031610633,43.8466017609709,94.98999457,
1994-07-22,3167.0592086745582,83.21906049330364,193.2109413,
1994-07-23,4908.941773016717,62.63800252556396,466.5494971,
1994-07-24,3087.8827283657984,55.479373657586514,521.4756845,
1994-07-25,3958.8240105368773,49.21557341195399,359.2818842,
1994-07-26,2296.1179265034793,49.21557341195399,264.9380801,
1994-07-27,2216.941446194719,49.21557341195399,209.3657023,
1994-07-28,3167.0592086745582,79.6397460593149,230.0437964,
1994-07-29,2375.294406812239,51.90005923744554,215.8276067,
1994-07-30,1821.0590446509186,45.63625897796526,174.4714186,
1994-07-31,1504.3531246411594,42.056944543976535,149.9161819,
1994-08-01,464.2400639064686,41.178332651163814,134.4076114,
1994-08-02,464.2400639064686,40.24246145355898,125.3609452,
1994-08-03,400.93460088399183,38.370719058349316,115.0218982,
1994-08-04,358.73095865130244,42.11420384876864,113.7295173,
1994-08-05,422.0364216737792,42.11420384876864,111.790946,
1994-08-06,443.1382427901239,40.24246145355898,118.2528504,
1994-08-07,358.73095865130244,36.49897666313966,107.9138034,
1994-08-08,337.62913753495775,34.62723426793,100.1595181,
1994-08-09,316.5273163533016,33.691363070325174,93.05142325,
1994-08-10,316.5273163533016,32.75549187272034,89.17428061,
1994-08-11,295.42549526961267,31.819620675115516,84.0047571,
1994-08-12,379.83277976764714,33.691363070325174,85.94332842,
1994-08-13,527.5455272555026,36.49897666313966,80.7738049,
1994-08-14,7026.906424558521,49.60117341512438,242.3214147,
1994-08-15,2827.644026324616,41.178332651163814,344.4195041,
1994-08-16,1308.3129075805846,34.62723426793,218.4123685,
1994-08-17,2848.7458474409605,73.93382452388416,208.7195119,
1994-08-18,27643.38562975582,159.09810344799206,1287.211355,
1994-08-19,12661.09265347895,78.6131805119083,1043.597559,
1994-08-20,5275.4552725550275,60.83162777189944,644.8980584,
1994-08-21,3165.273163533016,58.959885376689776,499.5052095,
1994-08-22,5908.509906045368,246.13412465144643,1152.157553,
1994-08-23,9284.801281394944,206.8275344679068,1356.999922,
1994-08-24,4642.400639064686,138.5089370862029,847.1556658,
1994-08-25,2954.254952696127,115.11215717504797,639.7285348,
1994-08-26,1899.1638981851213,100.13821802785358,535.6918741,
1994-08-27,1413.822013162308,91.71537724941012,432.9475943,
1994-08-28,1245.0074442315504,89.84363486868335,369.6209312,
1994-08-29,3291.8840895779695,94.5229908422246,368.9747408,
1994-08-30,1899.1638981851213,77.67730931430347,324.3876005,
1994-08-31,1245.0074442315504,70.19033973346482,285.6161741,
1994-09-01,2867.1554494063207,66.67004991323121,520.73902738005,
1994-09-02,2704.8636313258485,61.035961182029325,460.60454499912527,
1994-09-03,2217.988177921604,58.21891681642838,415.82354751090475,
1994-09-04,1893.4045417606596,56.34088723936109,378.71929256803634,
1994-09-05,1677.015451823869,53.523842888291696,340.33558043527586,
1994-09-06,1677.015451823869,51.6458133112244,312.18752502965157,
1994-09-07,1731.1127245173595,48.82876894562346,296.8340401369474,
1994-09-08,1731.1127245173595,46.950739368556164,284.0394694260272,
1994-09-09,1568.8209064368875,45.07270979148887,294.27512595516333,
1994-09-10,1568.8209064368875,44.13369500295522,310.90806783975955,
1994-09-11,1298.3345429694334,41.31665065188583,286.5983836078113,
1994-09-12,1190.139997582452,40.37763586335218,271.2448987151071,
1994-09-13,1136.0427248889614,38.49960628628489,254.6119568305109,
1994-09-14,1190.139997582452,38.49960628628489,241.81738611959076,
1994-09-15,1244.2372702759428,38.49960628628489,253.3324998386189,
1994-09-16,1352.4318156629242,36.62157670921759,264.847613359647,
1994-09-17,1136.0427248889614,37.56059149775124,328.8204669142478,
1994-09-18,1406.529088356415,54.46285767682535,593.6680802738948,
1994-09-19,1460.6263610499057,38.49960628628489,491.31151478453364,
1994-09-20,1136.0427248889614,36.62157670921759,373.60146440246825,
1994-09-21,1190.139997582452,35.68256192068395,358.2479795097641,
1994-09-22,1190.139997582452,37.56059149775124,404.3084339898766,
1994-09-23,1731.1127245173595,51.6458133112244,573.1967672156226,
1994-09-24,1406.529088356415,42.25566544041948,547.6076257937822,
1994-09-25,1244.2372702759428,37.56059149775124,432.456489593501,
1994-09-26,2217.988177921604,169.96167652114846,859.7951508234338,
1994-09-27,6978.5481690885845,250.7169482769159,2661.2707054953903,
1994-09-28,3570.4199935845286,167.1446321846106,2099.589051602796,
1994-09-29,3732.711811665001,131.46207023486357,1508.4798851146852,
1994-09-30,2326.1827233085855,107.04768576205184,1045.316425933776,
1994-10-01,4938.227642284557,93.30942477927015,843.4238334457049,
1994-10-02,5133.80101449595,92.38556908725386,865.280853587392,
1994-10-03,3031.387265493394,77.60387804358706,722.567369472262,
1994-10-04,2297.9871204573096,72.98459958350558,627.4250467951646,
1994-10-05,2102.4137490025564,68.3653211234241,561.8539865690707,
1994-10-06,2102.4137490025564,65.59375406167217,492.4258051883186,
1994-10-07,1809.0536906854666,62.82218698562328,440.9975227945951,
1994-10-08,1515.693633125017,60.9744756015907,410.14055315939373,
1994-10-09,1369.0136039664721,65.59375406167217,403.71201783530745,
1994-10-10,1417.9069470193203,73.90845527552187,447.4260581186814,
1994-10-11,1369.0136039664721,60.05061990957441,413.9976743140521,
1994-10-12,1271.2269178607755,57.27905283352552,377.9978765389621,
1994-10-13,1222.333574807927,55.431341449492926,367.71222006021736,
1994-10-14,1173.440231755079,54.50748575747663,345.8552001174976,
1994-10-15,1124.5468887022307,53.5836300797573,321.4267658063826,
1994-10-16,1075.6535456493823,51.7359186957247,314.99823048229626,
1994-10-17,1026.760202596534,50.81206300370841,298.2840386794652,
1994-10-18,977.8668595436858,48.96435161967582,272.5698973831199,
1994-10-19,977.8668595436858,48.96435161967582,280.28413989140375,
1994-10-20,1026.760202596534,47.11664023564323,298.2840386794652,
1994-10-21,1369.0136039664721,47.11664023564323,290.56979637014854,
1994-10-22,1222.333574807927,45.26892885161063,285.4269680312925,
1994-10-23,1124.5468887022307,50.81206300370841,289.2840891859509,
1994-10-24,1075.6535456493823,53.5836300797573,304.71257400355154,
1994-10-25,1026.760202596534,47.11664023564323,284.14126104606214,
1994-10-26,1026.760202596534,45.26892885161063,272.5698973831199,
1994-10-27,1026.760202596534,43.421217467578046,266.1413620590335,
1994-10-28,977.8668595436858,42.49736177556175,254.56999859505842,
